,"id","label","chrom","start","end","Length","Hits","Hits per Kb","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp"
832,"CAGL0F05555g",1,"ChrF_C_glabrata_CBS138",558464,559474,1011,3,2.97,8,5,4,121,0.123,976,0.965,94,59,52,0.093,0.0983,0.0867
833,"CAGL0K06589g",1,"ChrK_C_glabrata_CBS138",645620,646528,909,2,2.20,97,14,9,162,0.068,818,0.9,75,66,60,0.0825,0.11,0.1
834,"CAGL0M06853g",1,"ChrM_C_glabrata_CBS138",697393,699129,1737,2,1.15,58,1,7,164,0.035,1570,0.904,199,77,53,0.1146,0.1283,0.0883
836,"CAGL0F02739g",1,"ChrF_C_glabrata_CBS138",266308,270307,4000,6,1.50,30,4,20,419,0.018,1668,0.417,413,63,64,0.1032,0.105,0.1067
837,"CAGL0G10109g",1,"ChrG_C_glabrata_CBS138",966959,970598,3640,86,23.63,7153,9,7,281,0.42,2305,0.633,362,69,65,0.0995,0.115,0.1083
839,"CAGL0G02167g",1,"ChrG_C_glabrata_CBS138",189383,192458,3076,11,3.58,225,2,15,279,0.064,2380,0.774,303,61,70,0.0985,0.1017,0.1167
840,"CAGL0G01760g",1,"ChrG_C_glabrata_CBS138",158427,161220,2794,9,3.22,182,20,4,272,0.059,2426,0.868,270,63,53,0.0966,0.105,0.0883
841,"CAGL0D03740g",1,"ChrD_C_glabrata_CBS138",376817,378007,1191,6,5.04,101,1,26,136,0.185,854,0.717,93,55,46,0.0781,0.0917,0.0767
842,"CAGL0J01045g",1,"ChrJ_C_glabrata_CBS138",101060,103860,2801,4,1.43,48,0,0,181,0.039,2407,0.859,276,39,69,0.0985,0.065,0.115
843,"CAGL0J11066g",1,"ChrJ_C_glabrata_CBS138",1078797,1080934,2138,0,0.00,0,13,5,198,0,2138,1,214,54,75,0.1001,0.09,0.125
844,"CAGL0I08349g",1,"ChrI_C_glabrata_CBS138",813958,816283,2326,16,6.88,310,4,16,382,0.09,1489,0.64,220,67,64,0.0946,0.1117,0.1067
845,"CAGL0K11022g",1,"ChrK_C_glabrata_CBS138",1075797,1077080,1284,6,4.67,162,0,4,118,0.198,836,0.651,102,63,40,0.0794,0.105,0.0667
846,"CAGL0J08228g",1,"ChrJ_C_glabrata_CBS138",815381,820009,4629,14,3.02,402,4,0,213,0.071,1399,0.302,475,67,75,0.1026,0.1117,0.125
847,"CAGL0K06369g",1,"ChrK_C_glabrata_CBS138",625370,626563,1194,0,0.00,0,5,2,107,0,1194,1,121,51,63,0.1013,0.085,0.105
848,"CAGL0E05500g",1,"ChrE_C_glabrata_CBS138",538926,547322,8397,44,5.24,1427,0,9,276,0.095,4933,0.587,885,59,67,0.1054,0.0983,0.1117
849,"CAGL0M01782g",1,"ChrM_C_glabrata_CBS138",208625,211105,2481,0,0.00,0,7,5,140,0,2481,1,258,70,46,0.104,0.1167,0.0767
850,"CAGL0F07337g",1,"ChrF_C_glabrata_CBS138",714713,716764,2052,1,0.49,2,9,8,152,0.016,1960,0.955,205,54,65,0.0999,0.09,0.1083
851,"CAGL0I03718g",1,"ChrI_C_glabrata_CBS138",317515,321497,3983,2,0.50,3,8,2,56,0.045,3214,0.807,358,63,52,0.0899,0.105,0.0867
852,"CAGL0K12650g",1,"ChrK_C_glabrata_CBS138",1252087,1254361,2275,5,2.20,163,36,21,271,0.041,1740,0.765,223,63,52,0.098,0.105,0.0867
853,"CAGL0L02673g",1,"ChrL_C_glabrata_CBS138",314940,318045,3106,26,8.37,643,9,4,252,0.166,1606,0.517,279,61,46,0.0898,0.1017,0.0767
854,"CAGL0L04350g",1,"ChrL_C_glabrata_CBS138",506989,507427,439,1,2.28,8,7,2,188,0.061,413,0.941,39,61,71,0.0888,0.1017,0.1183
855,"CAGL0L13200g",1,"ChrL_C_glabrata_CBS138",1411939,1413175,1237,2,1.62,6,1,11,141,0.057,944,0.763,103,50,38,0.0833,0.0833,0.0633
856,"CAGL0M13453g",1,"ChrM_C_glabrata_CBS138",1323883,1326596,2714,5,1.84,195,0,0,101,0.091,1932,0.712,295,59,74,0.1087,0.0983,0.1233
857,"CAGL0F07645g",1,"ChrF_C_glabrata_CBS138",741359,744316,2958,17,5.75,306,11,1,336,0.086,1183,0.4,316,58,63,0.1068,0.0967,0.105
858,"CAGL0H07535g",1,"ChrH_C_glabrata_CBS138",736241,737137,897,0,0.00,0,5,25,268,0,897,1,59,55,50,0.0658,0.0917,0.0833
859,"CAGL0J10824g",1,"ChrJ_C_glabrata_CBS138",1055429,1058444,3016,8,2.65,134,4,11,122,0.109,1268,0.42,287,63,71,0.0952,0.105,0.1183
860,"CAGL0K01925g",1,"ChrK_C_glabrata_CBS138",170688,172617,1930,20,10.36,368,15,7,351,0.148,926,0.48,151,72,29,0.0782,0.12,0.0483
861,"CAGL0L02915g",1,"ChrL_C_glabrata_CBS138",342128,344827,2700,3,1.11,34,7,14,264,0.021,1177,0.436,218,69,43,0.0807,0.115,0.0717
862,"CAGL0F06721g",1,"ChrF_C_glabrata_CBS138",660044,660850,807,1,1.24,4,2,9,105,0.059,688,0.853,55,52,54,0.0682,0.0867,0.09
863,"CAGL0K01551g",1,"ChrK_C_glabrata_CBS138",136367,139496,3130,0,0.00,0,16,5,227,0,3130,1,303,48,66,0.0968,0.08,0.11
864,"CAGL0G00990g",1,"ChrG_C_glabrata_CBS138",88927,90059,1133,6,5.30,86,4,29,483,0.055,748,0.66,88,47,55,0.0777,0.0783,0.0917
865,"CAGL0K07095g",1,"ChrK_C_glabrata_CBS138",698715,700591,1877,2,1.07,101,15,2,174,0.031,1531,0.816,179,61,70,0.0954,0.1017,0.1167
867,"CAGL0L11858g",1,"ChrL_C_glabrata_CBS138",1272353,1274660,2308,2,0.87,11,5,4,101,0.043,1995,0.864,213,64,36,0.0923,0.1067,0.06
868,"CAGL0E01617g",1,"ChrE_C_glabrata_CBS138",154504,157581,3078,15,4.87,1090,9,15,211,0.115,1917,0.623,257,57,62,0.0835,0.095,0.1033
869,"CAGL0H05555g",1,"ChrH_C_glabrata_CBS138",544166,545558,1393,1,0.72,28,5,0,195,0.018,1344,0.965,140,70,52,0.1005,0.1167,0.0867
870,"CAGL0J09614g",1,"ChrJ_C_glabrata_CBS138",945434,946210,777,1,1.29,28,11,6,103,0.062,671,0.864,61,39,40,0.0785,0.065,0.0667
871,"CAGL0I09328g",1,"ChrI_C_glabrata_CBS138",898433,899688,1256,1,0.80,58,24,4,265,0.015,1145,0.912,96,49,52,0.0764,0.0817,0.0867
872,"CAGL0J11440g",1,"ChrJ_C_glabrata_CBS138",1109466,1111618,2153,1,0.46,11,0,4,180,0.013,1952,0.907,197,65,59,0.0915,0.1083,0.0983
873,"CAGL0M03575g",1,"ChrM_C_glabrata_CBS138",403013,405126,2114,33,15.61,1884,16,0,137,0.57,1148,0.543,137,35,58,0.0648,0.0583,0.0967
874,"CAGL0J00209g",1,"ChrJ_C_glabrata_CBS138",13804,15291,1488,7,4.70,232,4,15,264,0.089,1120,0.753,149,58,62,0.1001,0.0967,0.1033
875,"CAGL0K01837g",1,"ChrK_C_glabrata_CBS138",164388,165909,1522,7,4.60,77,0,0,290,0.079,1226,0.806,121,49,35,0.0795,0.0817,0.0583
876,"CAGL0M05005g",1,"ChrM_C_glabrata_CBS138",543253,544051,799,4,5.01,182,8,5,136,0.184,687,0.86,65,42,47,0.0814,0.07,0.0783
877,"CAGL0L06754g",1,"ChrL_C_glabrata_CBS138",761137,762594,1458,2,1.37,3,25,3,375,0.018,730,0.501,130,69,70,0.0892,0.115,0.1167
879,"CAGL0J00957g",1,"ChrJ_C_glabrata_CBS138",96507,97349,843,4,4.74,117,0,14,210,0.113,727,0.862,55,34,51,0.0652,0.0567,0.085
880,"CAGL0L11242g",1,"ChrL_C_glabrata_CBS138",1199303,1200304,1002,2,2.00,65,2,0,113,0.088,879,0.877,111,79,63,0.1108,0.1317,0.105
881,"CAGL0J11220g",1,"ChrJ_C_glabrata_CBS138",1091430,1094580,3151,66,20.95,3119,4,3,240,0.436,1254,0.398,274,53,42,0.087,0.0883,0.07
882,"CAGL0H03091g",1,"ChrH_C_glabrata_CBS138",292933,294047,1115,4,3.59,88,3,3,64,0.28,565,0.507,106,76,51,0.0951,0.1267,0.085
883,"CAGL0A04015g",1,"ChrA_C_glabrata_CBS138",402070,403596,1527,0,0.00,0,4,14,237,0,1527,1,102,78,51,0.0668,0.13,0.085
884,"CAGL0J11264g",1,"ChrJ_C_glabrata_CBS138",1096246,1097673,1428,4,2.80,13,3,2,229,0.061,1239,0.868,131,66,59,0.0917,0.11,0.0983
885,"CAGL0K03135g",1,"ChrK_C_glabrata_CBS138",289298,290057,760,7,9.21,130,34,36,679,0.068,429,0.564,83,58,68,0.1092,0.0967,0.1133
886,"CAGL0F05643g",1,"ChrF_C_glabrata_CBS138",565579,567553,1975,4,2.03,11,7,0,140,0.072,1716,0.869,185,49,65,0.0937,0.0817,0.1083
887,"CAGL0G07975g",1,"ChrG_C_glabrata_CBS138",752130,754190,2061,2,0.97,62,8,4,183,0.027,1918,0.931,208,51,64,0.1009,0.085,0.1067
888,"CAGL0M01430g",1,"ChrM_C_glabrata_CBS138",164387,166819,2433,2,0.82,7,5,8,114,0.036,1160,0.477,236,62,57,0.097,0.1033,0.095
889,"CAGL0F08151g",1,"ChrF_C_glabrata_CBS138",806057,808215,2159,6,2.78,219,0,10,201,0.069,1836,0.85,178,54,56,0.0824,0.09,0.0933
890,"CAGL0K01045g",1,"ChrK_C_glabrata_CBS138",104790,108039,3250,14,4.31,293,8,6,209,0.103,1110,0.342,302,59,46,0.0929,0.0983,0.0767
891,"CAGL0G01144g",1,"ChrG_C_glabrata_CBS138",107585,110887,3303,2,0.61,27,35,13,574,0.005,3115,0.943,307,75,75,0.0929,0.125,0.125
892,"CAGL0M14003g",1,"ChrM_C_glabrata_CBS138",1383634,1384576,943,2,2.12,31,6,25,185,0.057,843,0.894,93,42,49,0.0986,0.07,0.0817
893,"CAGL0M12595g",1,"ChrM_C_glabrata_CBS138",1248834,1249695,862,2,2.32,8,4,0,275,0.042,623,0.723,60,31,47,0.0696,0.0517,0.0783
894,"CAGL0F02123g",1,"ChrF_C_glabrata_CBS138",211740,213239,1500,10,6.67,73,29,36,457,0.073,1187,0.791,145,52,52,0.0967,0.0867,0.0867
895,"CAGL0C00737g",1,"ChrC_C_glabrata_CBS138",74982,77547,2566,0,0.00,0,11,10,173,0,2566,1,259,69,73,0.1009,0.115,0.1217
897,"CAGL0C04235g",1,"ChrC_C_glabrata_CBS138",412667,414029,1363,3,2.20,30,15,14,915,0.012,685,0.503,144,74,60,0.1056,0.1233,0.1
898,"CAGL0I04906g",1,"ChrI_C_glabrata_CBS138",447943,448905,963,1,1.04,35,9,11,214,0.024,937,0.973,97,68,72,0.1007,0.1133,0.12
899,"CAGL0J11726g",1,"ChrJ_C_glabrata_CBS138",1141965,1145688,3724,30,8.06,1028,7,30,307,0.131,1246,0.335,318,62,70,0.0854,0.1033,0.1167
900,"CAGL0L08756g",1,"ChrL_C_glabrata_CBS138",954739,958830,4092,8,1.96,692,23,8,386,0.025,1965,0.48,395,48,59,0.0965,0.08,0.0983
901,"CAGL0G09933g",1,"ChrG_C_glabrata_CBS138",948505,949262,758,6,7.92,111,6,12,169,0.234,619,0.817,76,70,56,0.1003,0.1167,0.0933
902,"CAGL0L09647g",1,"ChrL_C_glabrata_CBS138",1034633,1036187,1555,2,1.29,11,14,11,289,0.022,1145,0.736,112,57,61,0.072,0.095,0.1017
903,"CAGL0H04697g",1,"ChrH_C_glabrata_CBS138",448507,452485,3979,16,4.02,376,10,9,192,0.105,3083,0.775,387,55,54,0.0973,0.0917,0.09
904,"CAGL0J09218g",1,"ChrJ_C_glabrata_CBS138",909864,912752,2889,5,1.73,39,7,38,310,0.028,1677,0.58,323,76,61,0.1118,0.1267,0.1017
905,"CAGL0I07645g",1,"ChrI_C_glabrata_CBS138",736091,737213,1123,1,0.89,9,9,0,245,0.018,1020,0.908,92,63,38,0.0819,0.105,0.0633
906,"CAGL0K07656g",1,"ChrK_C_glabrata_CBS138",761979,764240,2262,2,0.88,4,5,7,333,0.013,2006,0.887,251,64,64,0.111,0.1067,0.1067
907,"CAGL0A02112g",1,"ChrA_C_glabrata_CBS138",220973,223311,2339,7,2.99,184,0,2,292,0.051,2194,0.938,211,53,65,0.0902,0.0883,0.1083
908,"CAGL0K12012g",1,"ChrK_C_glabrata_CBS138",1159883,1162177,2295,11,4.79,146,10,3,245,0.098,1942,0.846,207,38,52,0.0902,0.0633,0.0867
909,"CAGL0F03597g",1,"ChrF_C_glabrata_CBS138",350666,352358,1693,2,1.18,19,5,1,204,0.029,1550,0.916,167,62,65,0.0986,0.1033,0.1083
910,"CAGL0L04664g",1,"ChrL_C_glabrata_CBS138",536404,538746,2343,29,12.38,800,2,10,291,0.213,1464,0.625,232,67,65,0.099,0.1117,0.1083
911,"CAGL0D05874g",1,"ChrD_C_glabrata_CBS138",557855,559761,1907,8,4.20,77,24,50,840,0.025,1333,0.699,160,54,59,0.0839,0.09,0.0983
912,"CAGL0H02937g",1,"ChrH_C_glabrata_CBS138",269475,271561,2087,0,0.00,0,11,2,134,0,2087,1,194,63,68,0.093,0.105,0.1133
913,"CAGL0I03806g",1,"ChrI_C_glabrata_CBS138",326310,329142,2833,4,1.41,96,4,0,136,0.052,2424,0.856,270,57,44,0.0953,0.095,0.0733
914,"CAGL0K09966g",1,"ChrK_C_glabrata_CBS138",974342,977121,2780,13,4.68,1460,0,11,160,0.146,2112,0.76,220,61,50,0.0791,0.1017,0.0833
915,"CAGL0L03564g",1,"ChrL_C_glabrata_CBS138",408398,409557,1160,14,12.07,682,14,2,170,0.355,849,0.732,106,53,77,0.0914,0.0883,0.1283
916,"CAGL0K08558g",1,"ChrK_C_glabrata_CBS138",862610,865194,2585,0,0.00,0,9,2,278,0,2585,1,284,70,67,0.1099,0.1167,0.1117
917,"CAGL0F08129g",1,"ChrF_C_glabrata_CBS138",803520,805904,2385,0,0.00,0,2,6,198,0,2385,1,180,38,57,0.0755,0.0633,0.095
918,"CAGL0H01463g",1,"ChrH_C_glabrata_CBS138",142397,146556,4160,6,1.44,134,0,9,214,0.034,4088,0.983,425,65,56,0.1022,0.1083,0.0933
919,"CAGL0H05159g",1,"ChrH_C_glabrata_CBS138",500935,502816,1882,5,2.66,20,26,18,283,0.047,1422,0.756,203,77,72,0.1079,0.1283,0.12
920,"CAGL0L12364g",1,"ChrL_C_glabrata_CBS138",1336523,1338381,1859,35,18.83,1320,5,8,211,0.446,1209,0.65,147,55,53,0.0791,0.0917,0.0883
921,"CAGL0M02959g",1,"ChrM_C_glabrata_CBS138",332581,335691,3111,9,2.89,200,7,4,203,0.071,1679,0.54,315,54,60,0.1013,0.09,0.1
922,"CAGL0M05423g",1,"ChrM_C_glabrata_CBS138",576753,579762,3010,10,3.32,432,16,20,153,0.109,2786,0.926,237,54,49,0.0787,0.09,0.0817
923,"CAGL0H08283g",1,"ChrH_C_glabrata_CBS138",812561,813136,576,3,5.21,66,10,42,542,0.048,406,0.705,47,68,57,0.0816,0.1133,0.095
924,"CAGL0J05346g",1,"ChrJ_C_glabrata_CBS138",513397,515580,2184,13,5.95,105,18,1,160,0.186,1505,0.689,201,65,70,0.092,0.1083,0.1167
925,"CAGL0I03630g",1,"ChrI_C_glabrata_CBS138",308640,310317,1678,0,0.00,0,1,1,75,0,1678,1,137,57,63,0.0816,0.095,0.105
926,"CAGL0H02079g",1,"ChrH_C_glabrata_CBS138",184330,185437,1108,2,1.81,42,1,8,181,0.05,972,0.877,113,47,73,0.102,0.0783,0.1217
927,"CAGL0H10230g",1,"ChrH_C_glabrata_CBS138",1000391,1002389,1999,3,1.50,40,10,6,365,0.021,1803,0.902,196,47,56,0.098,0.0783,0.0933
928,"CAGL0K05049g",1,"ChrK_C_glabrata_CBS138",489319,494516,5198,51,9.81,2388,1,7,270,0.182,2769,0.533,507,62,55,0.0975,0.1033,0.0917
929,"CAGL0H08932g",1,"ChrH_C_glabrata_CBS138",871549,874954,3406,5,1.47,95,5,5,398,0.018,3298,0.968,342,72,59,0.1004,0.12,0.0983
930,"CAGL0M01364g",1,"ChrM_C_glabrata_CBS138",153207,154589,1383,3,2.17,151,33,8,183,0.059,868,0.628,127,50,47,0.0918,0.0833,0.0783
931,"CAGL0A00209g",1,"ChrA_C_glabrata_CBS138",22057,24493,2437,9,3.69,273,2,72,258,0.072,2293,0.941,198,34,67,0.0812,0.0567,0.1117
932,"CAGL0M04961g",1,"ChrM_C_glabrata_CBS138",540914,542283,1370,3,2.19,11,5,7,184,0.06,668,0.488,127,70,58,0.0927,0.1167,0.0967
933,"CAGL0G01804g",1,"ChrG_C_glabrata_CBS138",165560,167336,1777,7,3.94,163,3,0,266,0.074,1361,0.766,115,40,61,0.0647,0.0667,0.1017
934,"CAGL0L09471g",1,"ChrL_C_glabrata_CBS138",1024021,1025506,1486,1,0.67,23,0,6,494,0.007,1448,0.974,137,54,58,0.0922,0.09,0.0967
935,"CAGL0C01727g",1,"ChrC_C_glabrata_CBS138",183522,186256,2735,31,11.33,1022,42,35,285,0.199,1411,0.516,228,53,52,0.0834,0.0883,0.0867
937,"CAGL0F08459g",1,"ChrF_C_glabrata_CBS138",842934,845740,2807,7,2.49,223,6,6,192,0.065,2619,0.933,280,72,41,0.0998,0.12,0.0683
938,"CAGL0I02398g",1,"ChrI_C_glabrata_CBS138",211957,213912,1956,2,1.02,7,8,5,167,0.031,1328,0.679,184,60,68,0.0941,0.1,0.1133
939,"CAGL0I05566g",1,"ChrI_C_glabrata_CBS138",526454,527843,1390,6,4.32,56,2,9,277,0.078,996,0.717,123,56,59,0.0885,0.0933,0.0983
941,"CAGL0B02189g",1,"ChrB_C_glabrata_CBS138",202260,205647,3388,2,0.59,8,9,2,151,0.02,3154,0.931,351,67,53,0.1036,0.1117,0.0883
942,"CAGL0G04587g",1,"ChrG_C_glabrata_CBS138",435814,437206,1393,2,1.44,27,3,1,145,0.05,1315,0.944,145,68,53,0.1041,0.1133,0.0883
943,"CAGL0M12859g",1,"ChrM_C_glabrata_CBS138",1269454,1272718,3265,13,3.98,782,14,13,209,0.095,2745,0.841,306,64,60,0.0937,0.1067,0.1
944,"CAGL0F04983g",1,"ChrF_C_glabrata_CBS138",507155,509104,1950,2,1.03,8,4,1,210,0.024,1937,0.993,202,71,76,0.1036,0.1183,0.1267
945,"CAGL0J07260g",1,"ChrJ_C_glabrata_CBS138",700532,702448,1917,6,3.13,216,6,12,260,0.06,1590,0.829,150,74,41,0.0782,0.1233,0.0683
946,"CAGL0B04125g",1,"ChrB_C_glabrata_CBS138",400637,402626,1990,24,12.06,1009,22,17,459,0.131,1141,0.573,191,52,43,0.096,0.0867,0.0717
947,"CAGL0D02156g",1,"ChrD_C_glabrata_CBS138",221532,222645,1114,2,1.80,73,0,1,152,0.059,1033,0.927,92,50,42,0.0826,0.0833,0.07
948,"CAGL0L07348g",1,"ChrL_C_glabrata_CBS138",811950,815861,3912,3,0.77,7,0,0,146,0.026,3639,0.93,403,49,55,0.103,0.0817,0.0917
949,"CAGL0F07403g",1,"ChrF_C_glabrata_CBS138",721225,723220,1996,5,2.51,254,11,0,242,0.052,1117,0.56,186,52,70,0.0932,0.0867,0.1167
950,"CAGL0B00484g",1,"ChrB_C_glabrata_CBS138",35947,38539,2593,1,0.39,1,4,1,294,0.007,1423,0.549,274,74,69,0.1057,0.1233,0.115
952,"CAGL0M12991g",1,"ChrM_C_glabrata_CBS138",1280063,1282374,2312,2,0.87,4,6,3,161,0.027,2121,0.917,201,62,54,0.0869,0.1033,0.09
953,"CAGL0L10890g",1,"ChrL_C_glabrata_CBS138",1164608,1167133,2526,34,13.46,857,7,4,354,0.19,1416,0.561,246,54,62,0.0974,0.09,0.1033
954,"CAGL0F00451g",1,"ChrF_C_glabrata_CBS138",42674,44983,2310,12,5.19,312,3,4,362,0.072,1289,0.558,232,54,64,0.1004,0.09,0.1067
955,"CAGL0H05731g",1,"ChrH_C_glabrata_CBS138",568409,569964,1556,6,3.86,118,0,6,139,0.139,1162,0.747,145,68,53,0.0932,0.1133,0.0883
956,"CAGL0I01826g",1,"ChrI_C_glabrata_CBS138",150519,152087,1569,14,8.92,1177,5,4,207,0.216,776,0.495,147,46,51,0.0937,0.0767,0.085
957,"CAGL0I06688g",1,"ChrI_C_glabrata_CBS138",647255,649036,1782,5,2.81,65,2,0,237,0.059,1058,0.594,178,56,58,0.0999,0.0933,0.0967
959,"CAGL0E06490g",1,"ChrE_C_glabrata_CBS138",649563,651275,1713,1,0.58,1,7,25,281,0.01,1062,0.62,139,76,58,0.0811,0.1267,0.0967
960,"CAGL0E05126g",1,"ChrE_C_glabrata_CBS138",499524,500693,1170,1,0.85,1,10,7,146,0.029,865,0.739,118,70,76,0.1009,0.1167,0.1267
961,"CAGL0E00451g",1,"ChrE_C_glabrata_CBS138",37164,43777,6614,5,0.76,202,7,8,186,0.02,3794,0.574,711,55,62,0.1075,0.0917,0.1033
962,"CAGL0I06490g",1,"ChrI_C_glabrata_CBS138",625618,627313,1696,7,4.13,425,15,19,192,0.107,625,0.369,145,51,43,0.0855,0.085,0.0717
963,"CAGL0H01551g",1,"ChrH_C_glabrata_CBS138",151356,153104,1749,6,3.43,204,4,1,82,0.209,1388,0.794,170,44,59,0.0972,0.0733,0.0983
964,"CAGL0J04070g",1,"ChrJ_C_glabrata_CBS138",384586,385396,811,2,2.47,112,9,8,363,0.034,655,0.808,76,40,55,0.0937,0.0667,0.0917
965,"CAGL0K08954g",1,"ChrK_C_glabrata_CBS138",895263,896121,859,0,0.00,0,7,2,133,0,859,1,95,65,57,0.1106,0.1083,0.095
966,"CAGL0J06248g",1,"ChrJ_C_glabrata_CBS138",591051,596718,5668,3,0.53,46,0,11,146,0.018,2660,0.469,603,72,72,0.1064,0.12,0.12
967,"CAGL0F08613g",1,"ChrF_C_glabrata_CBS138",855390,857510,2121,4,1.89,35,6,9,232,0.041,2072,0.977,207,74,66,0.0976,0.1233,0.11
968,"CAGL0K08866g",1,"ChrK_C_glabrata_CBS138",889371,890575,1205,0,0.00,0,6,7,275,0,1205,1,121,61,64,0.1004,0.1017,0.1067
969,"CAGL0A02794g",1,"ChrA_C_glabrata_CBS138",295447,296481,1035,1,0.97,2,2,9,86,0.056,1004,0.97,94,60,61,0.0908,0.1,0.1017
970,"CAGL0L03410g",1,"ChrL_C_glabrata_CBS138",389297,391767,2471,5,2.02,76,34,12,228,0.044,1833,0.742,225,32,57,0.0911,0.0533,0.095
971,"CAGL0I02464g",1,"ChrI_C_glabrata_CBS138",217449,220187,2739,1,0.37,7,2,1,247,0.007,2659,0.971,198,52,30,0.0723,0.0867,0.05
972,"CAGL0H07425g",1,"ChrH_C_glabrata_CBS138",725276,726481,1206,1,0.83,2,4,3,357,0.012,877,0.727,124,72,58,0.1028,0.12,0.0967
973,"CAGL0G06666g",1,"ChrG_C_glabrata_CBS138",635234,639781,4548,6,1.32,65,15,3,184,0.036,3472,0.763,442,53,62,0.0972,0.0883,0.1033
974,"CAGL0J03850g",1,"ChrJ_C_glabrata_CBS138",367027,368044,1018,29,28.49,1841,2,27,267,0.533,708,0.695,98,43,48,0.0963,0.0717,0.08
975,"CAGL0G00726g",1,"ChrG_C_glabrata_CBS138",67251,69388,2138,19,8.89,1117,8,6,760,0.058,1975,0.924,232,61,58,0.1085,0.1017,0.0967
976,"CAGL0I02354g",1,"ChrI_C_glabrata_CBS138",209207,210698,1492,0,0.00,0,3,3,46,0,1492,1,145,68,60,0.0972,0.1133,0.1
977,"CAGL0J00605g",1,"ChrJ_C_glabrata_CBS138",53227,56472,3246,1,0.31,4,12,1,251,0.006,1746,0.538,303,58,54,0.0933,0.0967,0.09
978,"CAGL0K03861g",1,"ChrK_C_glabrata_CBS138",360211,361937,1727,1,0.58,24,9,29,282,0.01,1708,0.989,159,77,60,0.0921,0.1283,0.1
979,"CAGL0H02739g",1,"ChrH_C_glabrata_CBS138",248247,250076,1830,4,2.19,64,13,23,137,0.08,1598,0.873,162,57,65,0.0885,0.095,0.1083
981,"CAGL0C01639g",1,"ChrC_C_glabrata_CBS138",175615,177383,1769,3,1.70,122,7,5,336,0.025,1509,0.853,166,63,47,0.0938,0.105,0.0783
982,"CAGL0G09823g",1,"ChrG_C_glabrata_CBS138",938872,940660,1789,3,1.68,19,0,0,160,0.052,1155,0.646,170,53,60,0.095,0.0883,0.1
983,"CAGL0G03091g",1,"ChrG_C_glabrata_CBS138",286259,289576,3318,0,0.00,0,7,1,204,0,3318,1,313,62,67,0.0943,0.1033,0.1117
984,"CAGL0D04180g",1,"ChrD_C_glabrata_CBS138",411466,413715,2250,0,0.00,0,15,4,204,0,2250,1,203,50,50,0.0902,0.0833,0.0833
985,"CAGL0K00319g",1,"ChrK_C_glabrata_CBS138",33967,37456,3490,13,3.72,137,63,19,453,0.041,3244,0.93,327,52,69,0.0937,0.0867,0.115
986,"CAGL0G07843g",1,"ChrG_C_glabrata_CBS138",744493,747030,2538,3,1.18,38,3,0,111,0.053,2006,0.79,231,59,58,0.091,0.0983,0.0967
987,"CAGL0M01298g",1,"ChrM_C_glabrata_CBS138",146808,148331,1524,6,3.94,302,6,9,200,0.098,1059,0.695,160,59,48,0.105,0.0983,0.08
988,"CAGL0K08140g",1,"ChrK_C_glabrata_CBS138",809870,810611,742,3,4.04,163,3,1,160,0.126,523,0.705,78,72,62,0.1051,0.12,0.1033
989,"CAGL0I06721g",1,"ChrI_C_glabrata_CBS138",651488,651760,273,3,10.99,143,0,37,237,0.232,141,0.516,25,57,66,0.0916,0.095,0.11
990,"CAGL0B04499g",1,"ChrB_C_glabrata_CBS138",438542,440580,2039,24,11.77,626,33,19,904,0.065,850,0.417,155,44,49,0.076,0.0733,0.0817
991,"CAGL0K05313g",1,"ChrK_C_glabrata_CBS138",519683,521521,1839,0,0.00,0,2,7,195,0,1839,1,169,66,50,0.0919,0.11,0.0833
992,"CAGL0H08019g",1,"ChrH_C_glabrata_CBS138",781562,783502,1941,15,7.73,393,28,1,246,0.157,956,0.493,194,55,53,0.0999,0.0917,0.0883
993,"CAGL0M03993g",1,"ChrM_C_glabrata_CBS138",445553,446627,1075,1,0.93,10,3,0,141,0.033,854,0.794,86,80,53,0.08,0.1333,0.0883
994,"CAGL0J01848g",1,"ChrJ_C_glabrata_CBS138",179659,183694,4036,19,4.71,2557,19,20,311,0.076,3896,0.965,372,52,45,0.0922,0.0867,0.075
995,"CAGL0H06897g",1,"ChrH_C_glabrata_CBS138",684970,685784,815,3,3.68,39,4,0,179,0.103,582,0.714,82,64,69,0.1006,0.1067,0.115
996,"CAGL0G05071g",1,"ChrG_C_glabrata_CBS138",480352,482681,2330,5,2.15,186,14,10,162,0.066,1641,0.704,175,53,45,0.0751,0.0883,0.075
997,"CAGL0J03245g",1,"ChrJ_C_glabrata_CBS138",314612,315166,555,1,1.80,5,21,6,300,0.03,549,0.989,58,77,68,0.1045,0.1283,0.1133
998,"CAGL0D04466g",1,"ChrD_C_glabrata_CBS138",437423,438275,853,1,1.17,16,4,4,216,0.027,852,0.999,86,56,55,0.1008,0.0933,0.0917
999,"CAGL0F00539g",1,"ChrF_C_glabrata_CBS138",55728,58120,2393,4,1.67,52,0,4,315,0.027,1908,0.797,237,56,56,0.099,0.0933,0.0933
1000,"CAGL0M11836g",1,"ChrM_C_glabrata_CBS138",1177540,1178597,1058,1,0.95,15,3,0,274,0.017,1031,0.974,100,41,52,0.0945,0.0683,0.0867
